ann_id	change_type	prem_id	premise	hypothesis_id	hypothesis	label
g7	dialectal	prem89	We know well that I am not a bird like them and they were not born to stay tied to one place.	prem89_hyp1	There are different personalities, and one is not better than the other.	1
g7	dialectal	prem89	We know well that I am not a bird like them and they were not born to stay tied to one place.	prem89_hyp2	He/She prefers to stay at home rather than travel abroad.	2
g7	dialectal	prem90	They will celebrate their fourth year at the Occupation Office on October 20th.	prem90_hyp0	The anniversary of the Occupation Office is celebrated in autumn.	0
g7	dialectal	prem90	They will celebrate their fourth year at the Occupation Office on October 20th.	prem90_hyp1	Next year they will celebrate the anniversary of the Occupation Office in San Sebastian.	1
g7	dialectal	prem90	They will celebrate their fourth year at the Occupation Office on October 20th.	prem90_hyp2	Last year, they celebrated the fourth anniversary of the Occupation Office.	2
g3	berridazketa	prem91	Basque will be the language used as decided by parents or guardians	prem91_hyp0	Parents and tutors have decided that participants will speak in Basque.	0
g3	berridazketa	prem91	Basque will be the language used as decided by parents or guardians	prem91_hyp1	Parents and guardians have decided to speak Basque with their children.	1
g3	berridazketa	prem91	Basque will be the language used as decided by parents or guardians	prem91_hyp2	The participants have decided that parents and guardians will speak in Basque.	2
g4	dialectal	prem92	Friend Aro has put up a notice written only in Spanish on both sides of the door at the Benta Berri branch in Antiguo.	prem92_hyp0	The notices placed by friend Aro in the Antigua's Benta Berri branch were written in Spanish.	0
g4	dialectal	prem92	Friend Aro has put up a notice written only in Spanish on both sides of the door at the Benta Berri branch in Antiguo.	prem92_hyp1	The notices placed by friend Aro at the Benta Berri branch in Antiguo were well written.	1
g4	dialectal	prem92	Friend Aro has put up a notice written only in Spanish on both sides of the door at the Benta Berri branch in Antiguo.	prem92_hyp2	The notices placed by friend Aro in the Benta Berri branch in Antiguo were written in English.	2
s4	dialectal	prem93	Torture allegations have been received against all police forces, including the Ertzaintza.	prem93_hyp0	They have reported that the Ertzaintza has also committed torture.	0
s4	dialectal	prem93	Torture allegations have been received against all police forces, including the Ertzaintza.	prem93_hyp1	The Ertzaintza has reported cases of police torture.	1
s4	dialectal	prem93	Torture allegations have been received against all police forces, including the Ertzaintza.	prem93_hyp2	The Ertzaintza has been cleared of torture allegations.	2
s2	toka	prem93	Torture allegations have been received against all police forces, including the Ertzaintza.	prem93_hyp0	They have reported that the Ertzaintza has also committed torture.	0
s2	toka	prem93	Torture allegations have been received against all police forces, including the Ertzaintza.	prem93_hyp1	The Ertzaintza has reported cases of police torture.	1
s2	toka	prem93	Torture allegations have been received against all police forces, including the Ertzaintza.	prem93_hyp2	The Ertzaintza has been cleared of torture allegations.	2
s3	dialectal	prem93	All police torture allegations received, including those against the Ertzaintza.	prem93_hyp0	They have reported that the Ertzaintza has also committed torture.	0
s3	dialectal	prem93	All police torture allegations received, including those against the Ertzaintza.	prem93_hyp1	The Ertzaintza has reported cases of police torture.	1
s3	dialectal	prem93	All police torture allegations received, including those against the Ertzaintza.	prem93_hyp2	The Ertzaintza has been cleared of torture allegations.	2
s2	noka	prem93	Torture complaints have been received against all police forces, including the Ertzaintza.	prem93_hyp0	They have reported that the Ertzaintza has also committed torture.	0
s2	noka	prem93	Torture complaints have been received against all police forces, including the Ertzaintza.	prem93_hyp1	The Ertzaintza has reported cases of police torture.	1
s2	noka	prem93	Torture complaints have been received against all police forces, including the Ertzaintza.	prem93_hyp2	The Ertzaintza has been cleared of torture allegations.	2
s2	dialectal	prem93	All police have received torture complaints, including the Ertzaintza (Basque Police).	prem93_hyp0	They have reported that the Ertzaintza has also committed torture.	0
s2	dialectal	prem93	All police have received torture complaints, including the Ertzaintza (Basque Police).	prem93_hyp1	The Ertzaintza has reported cases of police torture.	1
s2	dialectal	prem93	All police have received torture complaints, including the Ertzaintza (Basque Police).	prem93_hyp2	The Ertzaintza has been cleared of torture allegations.	2
s1	dialectal	prem93	Torture allegations have been received against all police forces, including the Ertzaintza.	prem93_hyp0	They have reported that the Ertzaintza has also committed torture.	0
s1	dialectal	prem93	Torture allegations have been received against all police forces, including the Ertzaintza.	prem93_hyp1	The Ertzaintza has reported cases of police torture.	1
s1	dialectal	prem93	Torture allegations have been received against all police forces, including the Ertzaintza.	prem93_hyp2	The Ertzaintza has been cleared of torture allegations.	2
s3	dialectal	prem94	My sister wanted to recover Grandma Jesus's madeleine recipe from home.	prem94_hyp0	Grandmother Jesusa had a recipe for making madeleines.	0
s3	dialectal	prem94	My sister wanted to recover Grandma Jesus's madeleine recipe from home.	prem94_hyp1	Only my sister likes the magdalenas (muffins) made by Grandmother Jexuxa.	1
s3	dialectal	prem94	My sister wanted to recover Grandma Jesus's madeleine recipe from home.	prem94_hyp2	Grandmother Jexuxa wanted to recover my sister's recipe for making madeleines.	2
s3	dialectal	prem95	No in-person identification is required to activate and send BAK: It is done online from home.	prem95_hyp0	You can request to have your BAK activated and sent to you online.	0
s3	dialectal	prem95	No in-person identification is required to activate and send BAK: It is done online from home.	prem95_hyp1	You can request the cancellation of your BAK online.	1
s3	dialectal	prem95	No in-person identification is required to activate and send BAK: It is done online from home.	prem95_hyp2	You need to request the BAK online and have it activated and sent to you.	2
s2	noka	prem96	I was only able to save three photographs.	prem96_hyp0	I haven't had the chance to save four photos.	0
s2	noka	prem96	I was only able to save three photographs.	prem96_hyp1	He/She had four photographs saved.	1
s2	noka	prem96	I was only able to save three photographs.	prem96_hyp2	I only have four pictures saved.	2
s2	dialectal	prem96	I could only save three photos	prem96_hyp0	I haven't had the chance to save four photos.	0
s2	dialectal	prem96	I could only save three photos	prem96_hyp1	He/She had four photographs saved.	1
s2	dialectal	prem96	I could only save three photos	prem96_hyp2	I only have four pictures saved.	2
s2	toka	prem96	It could only save three photos for me.	prem96_hyp0	I haven't had the chance to save four photos.	0
s2	toka	prem96	It could only save three photos for me.	prem96_hyp1	He/She had four photographs saved.	1
s2	toka	prem96	It could only save three photos for me.	prem96_hyp2	I only have four pictures saved.	2
s4	dialectal	prem96	I was only able to save three photos.	prem96_hyp0	I haven't had the chance to save four photos.	0
s4	dialectal	prem96	I was only able to save three photos.	prem96_hyp1	He/She had four photographs saved.	1
s4	dialectal	prem96	I was only able to save three photos.	prem96_hyp2	I only have four pictures saved.	2
s3	dialectal	prem96	Only three portraits could be saved.	prem96_hyp0	I haven't had the chance to save four photos.	0
s3	dialectal	prem96	Only three portraits could be saved.	prem96_hyp1	He/She had four photographs saved.	1
s3	dialectal	prem96	Only three portraits could be saved.	prem96_hyp2	I only have four pictures saved.	2
s1	dialectal	prem96	I was only able to save three photos.	prem96_hyp0	I haven't had the chance to save four photos.	0
s1	dialectal	prem96	I was only able to save three photos.	prem96_hyp1	He/She had four photographs saved.	1
s1	dialectal	prem96	I was only able to save three photos.	prem96_hyp2	I only have four pictures saved.	2
g3	dialectal	prem97	On Saturday, we were invited to watch a horror movie	prem97_hyp0	We were invited to watch a movie at the Horror Film Festival.	0
g3	dialectal	prem97	On Saturday, we were invited to watch a horror movie	prem97_hyp1	We went to watch a movie at the Horror Film Festival.	1
g3	dialectal	prem97	On Saturday, we were invited to watch a horror movie	prem97_hyp2	We were invited to participate in a film at the Horror Film Festival.	2
g8	toka	prem98	Euskadiko Kutxa has once again placed a worker who doesn't know Basque to handle tax returns at the branch on Matia Street in Antiguo, San Sebastian.	prem98_hyp0	The employee who helps with tax returns at the Matia Street branch of Euskadiko Kutxa in Antiguo speaks only Spanish (is monolingual Spanish-speaking).	0
g8	toka	prem98	Euskadiko Kutxa has once again placed a worker who doesn't know Basque to handle tax returns at the branch on Matia Street in Antiguo, San Sebastian.	prem98_hyp1	The employees at the Euskadiko Kutxa branch on Matia Street in Antiguo speak only in Spanish.	1
g8	toka	prem98	Euskadiko Kutxa has once again placed a worker who doesn't know Basque to handle tax returns at the branch on Matia Street in Antiguo, San Sebastian.	prem98_hyp2	The employees at the Kutxa Bank branch on Matia Street in Antiguo (San Sebastian) speak only in Basque.	2
s4	dialectal	prem98	Euskadiko Kutxa has once again placed a non-Basque speaking employee at the branch office on Matia Street in Antiguo, San Sebastian.	prem98_hyp0	The employee who helps with tax returns at the Matia Street branch of Euskadiko Kutxa in Antiguo speaks only Spanish (is monolingual Spanish-speaking).	0
s4	dialectal	prem98	Euskadiko Kutxa has once again placed a non-Basque speaking employee at the branch office on Matia Street in Antiguo, San Sebastian.	prem98_hyp1	The employees at the Euskadiko Kutxa branch on Matia Street in Antiguo speak only in Spanish.	1
s4	dialectal	prem98	Euskadiko Kutxa has once again placed a non-Basque speaking employee at the branch office on Matia Street in Antiguo, San Sebastian.	prem98_hyp2	The employees at the Kutxa Bank branch on Matia Street in Antiguo (San Sebastian) speak only in Basque.	2
g1	dialectal	prem99	Humor between nurses makes everything more bearable.	prem99_hyp0	When nurses joke among themselves, everything becomes more bearable.	0
g1	dialectal	prem99	Humor between nurses makes everything more bearable.	prem99_hyp1	Nurses being in good humor helps patients a lot.	1
g1	dialectal	prem99	Humor between nurses makes everything more bearable.	prem99_hyp2	Nurses are forbidden to use humor.	2
g8	toka	prem99	The humor between nurses makes everything more bearable.	prem99_hyp0	When nurses joke among themselves, everything becomes more bearable.	0
g8	toka	prem99	The humor between nurses makes everything more bearable.	prem99_hyp1	Nurses being in good humor helps patients a lot.	1
g8	toka	prem99	The humor between nurses makes everything more bearable.	prem99_hyp2	Nurses are forbidden to use humor.	2
s4	dialectal	prem99	Humor among nurses makes everything more bearable.	prem99_hyp0	When nurses joke among themselves, everything becomes more bearable.	0
s4	dialectal	prem99	Humor among nurses makes everything more bearable.	prem99_hyp1	Nurses being in good humor helps patients a lot.	1
s4	dialectal	prem99	Humor among nurses makes everything more bearable.	prem99_hyp2	Nurses are forbidden to use humor.	2
g4	dialectal	prem100	In addition to the obvious damages brought by the pandemic, what happened has dramatically highlighted and exposed the weaknesses of the European Union and, among other things, has shown the decline in European technological innovation and the lack of industrial leadership.	prem100_hyp0	What has happened has made it clear that, besides the damage caused by the pandemic, the European Union is weak and is not a world leader in technological and industrial innovation.	0
g4	dialectal	prem100	In addition to the obvious damages brought by the pandemic, what happened has dramatically highlighted and exposed the weaknesses of the European Union and, among other things, has shown the decline in European technological innovation and the lack of industrial leadership.	prem100_hyp1	What has happened has made it clear that, due to the damage caused by the pandemic, the European Union must regain its leadership in technological and industrial innovation in the world.	1
g4	dialectal	prem100	In addition to the obvious damages brought by the pandemic, what happened has dramatically highlighted and exposed the weaknesses of the European Union and, among other things, has shown the decline in European technological innovation and the lack of industrial leadership.	prem100_hyp2	What happened has made it clear that, in addition to the damages caused by the pandemic, the European Union is weak but remains a world leader in technological and industrial innovation.	2
g4	dialectal	prem101	People who do not obtain a spot are placed on the waiting list, in the same order as the draw	prem101_hyp0	If you don't get a spot, you will be placed on the waiting list, maintaining the order of the draw.	0
g4	dialectal	prem101	People who do not obtain a spot are placed on the waiting list, in the same order as the draw	prem101_hyp1	People who do not obtain a spot have the opportunity to participate in a lottery.	1
g4	dialectal	prem101	People who do not obtain a spot are placed on the waiting list, in the same order as the draw	prem101_hyp2	If you don't get a spot, you will be entered into a draw to determine your position on the waiting list.	2
s1	dialectal	prem102	If we don't imagine ourselves, they will imagine us.	prem102_hyp0	If we don't imagine ourselves, others will imagine us.	0
s1	dialectal	prem102	If we don't imagine ourselves, they will imagine us.	prem102_hyp1	If we don't make ourselves visible, misconceptions about us will multiply.	1
s1	dialectal	prem102	If we don't imagine ourselves, they will imagine us.	prem102_hyp2	If we don't imagine ourselves, representations of us will cease to exist.	2
g4	dialectal	prem103	The Basque Government has emphasized that in 2003 it began implementing the Protocol for the Prevention of Mistreatment by the Ertzaintza to strengthen the legal guarantees for detainees	prem103_hyp0	The Ertzaintza Protocol for the Prevention of Mistreatment has been in force since 2003 to guarantee the rights of detainees, according to the Basque Government.	0
g4	dialectal	prem103	The Basque Government has emphasized that in 2003 it began implementing the Protocol for the Prevention of Mistreatment by the Ertzaintza to strengthen the legal guarantees for detainees	prem103_hyp1	The Basque Government began developing the Ertzaintza Protocol for the Prevention of Mistreatment in January 2003 to strengthen legal guarantees for detainees.	1
g4	dialectal	prem103	The Basque Government has emphasized that in 2003 it began implementing the Protocol for the Prevention of Mistreatment by the Ertzaintza to strengthen the legal guarantees for detainees	prem103_hyp2	According to the Basque Government, the Ertzaintza (Basque Police) began implementing the Protocol for the Prevention of Mistreatment in 2003 to expedite the process of prisoner release.	2
g5	dialectal	prem104	In the heteropatriarchy, compensations exist within households, and affective-sexual relationships built on romantic love are an example of these.	prem104_hyp0	Affective-sexual relationships built on romantic love demonstrate that the influence of heteropatriarchy is everywhere.	0
g5	dialectal	prem104	In the heteropatriarchy, compensations exist within households, and affective-sexual relationships built on romantic love are an example of these.	prem104_hyp1	We must take into account what affective-sexual relationships built on romantic love express.	1
g5	dialectal	prem104	In the heteropatriarchy, compensations exist within households, and affective-sexual relationships built on romantic love are an example of these.	prem104_hyp2	Affective-sexual relationships built on romantic love are accustomed to fighting against heteropatriarchy.	2
g7	dialectal	prem105	For the first time, I read a book as an ebook and I liked the experience.	prem105_hyp0	This is the only book I have read in ebook format and it was a pleasant experience.	0
g7	dialectal	prem105	For the first time, I read a book as an ebook and I liked the experience.	prem105_hyp1	I didn't expect that the first book I would read on an ebook would be such a lovely experience.	1
g7	dialectal	prem105	For the first time, I read a book as an ebook and I liked the experience.	prem105_hyp2	Although I had already read a book in ebook format, I enjoyed the experience.	2
g3	berridazketa	prem106	Andy Hippy Baldwin has been doing the mastering again at Metropolis Studios in London.	prem106_hyp0	Andy Hippy Baldwin from London's Metropolis studio has once again helped with the mastering work.	0
g3	berridazketa	prem106	Andy Hippy Baldwin has been doing the mastering again at Metropolis Studios in London.	prem106_hyp1	"Andy ""Hippy"" Baldwin did all the mastering work at Metropolis Studios in London."	1
g3	berridazketa	prem106	Andy Hippy Baldwin has been doing the mastering again at Metropolis Studios in London.	prem106_hyp2	Andy Hippy Baldwin worked on the mastering for the first time at Metropolis Studios in London.	2
g8	toka	prem107	On December 4, 2018, the company changed its name and purpose, with the intention of expanding its area of activity to the Left Bank and Txorierri.	prem107_hyp0	At the end of 2018, the company's name and purpose were changed with the aim of extending its activities to the Left Bank and Txorierri areas.	0
g8	toka	prem107	On December 4, 2018, the company changed its name and purpose, with the intention of expanding its area of activity to the Left Bank and Txorierri.	prem107_hyp1	In 2018, in addition to changing the company's name and purpose, it also changed its type of activity.	1
g8	toka	prem107	On December 4, 2018, the company changed its name and purpose, with the intention of expanding its area of activity to the Left Bank and Txorierri.	prem107_hyp2	On December 4, 2018, the company changed its name and purpose with the intention of expanding its scope of activity to all areas of Bilbao.	2
s4	dialectal	prem107	On December 4, 2018, the company changed its name and purpose, with the intention of expanding its area of activity to the Left Bank and Txorierri.	prem107_hyp0	At the end of 2018, the company's name and purpose were changed with the aim of extending its activities to the Left Bank and Txorierri areas.	0
s4	dialectal	prem107	On December 4, 2018, the company changed its name and purpose, with the intention of expanding its area of activity to the Left Bank and Txorierri.	prem107_hyp1	In 2018, in addition to changing the company's name and purpose, it also changed its type of activity.	1
s4	dialectal	prem107	On December 4, 2018, the company changed its name and purpose, with the intention of expanding its area of activity to the Left Bank and Txorierri.	prem107_hyp2	On December 4, 2018, the company changed its name and purpose with the intention of expanding its scope of activity to all areas of Bilbao.	2
g6	dialectal	prem108	This award ceremony is to recognize the value of translations from Basque.	prem108_hyp0	The purpose of this award ceremony is to celebrate the value of translations made from Basque.	0
g6	dialectal	prem108	This award ceremony is to recognize the value of translations from Basque.	prem108_hyp1	The sole purpose of this award ceremony is to give value to translations made from Basque.	1
g6	dialectal	prem108	This award ceremony is to recognize the value of translations from Basque.	prem108_hyp2	This award ceremony aims to highlight the value of translations made into the Basque language.	2
g5	dialectal	prem109	We got into this mess a long time ago and now there's no turning back.	prem109_hyp0	We have had this conflict for a long time and we cannot back down.	0
g5	dialectal	prem109	We got into this mess a long time ago and now there's no turning back.	prem109_hyp1	We started fighting long ago and we have no way of winning.	1
g5	dialectal	prem109	We got into this mess a long time ago and now there's no turning back.	prem109_hyp2	We entered this fight recently and there's no turning back.	2
g2	dialectal	prem110	You always have to break some law to win from the right	prem110_hyp0	If you want to gain more rights, you always have to do something that is forbidden.	0
g2	dialectal	prem110	You always have to break some law to win from the right	prem110_hyp1	The more laws you break, the more rights you gain.	1
g2	dialectal	prem110	You always have to break some law to win from the right	prem110_hyp2	More rights are always achieved when laws are respected.	2
g2	dialectal	prem111	The guide provided interesting data and it was very entertaining	prem111_hyp0	The interesting data provided by the guide has made the experience entertaining.	0
g2	dialectal	prem111	The guide provided interesting data and it was very entertaining	prem111_hyp1	The driver entertained himself by providing data that was interesting to him.	1
g2	dialectal	prem111	The guide provided interesting data and it was very entertaining	prem111_hyp2	Although the data provided by the driver was of little interest, it was an entertaining experience.	2
g6	dialectal	prem112	It was a long-held dream to visit Prague.	prem112_hyp0	She/He has had a strong desire to visit Prague for a long time.	0
g6	dialectal	prem112	It was a long-held dream to visit Prague.	prem112_hyp1	He/She has dreamed that he/she visited Prague.	1
g6	dialectal	prem112	It was a long-held dream to visit Prague.	prem112_hyp2	He/She has known Prague for a long time.	2
g4	dialectal	prem113	Those of us in the Basque language world know well how exhausting it is to defend our interests.	prem113_hyp0	Those of us who work in the world of Basque know how tiring it is to defend our interests.	0
g4	dialectal	prem113	Those of us in the Basque language world know well how exhausting it is to defend our interests.	prem113_hyp1	Those of us in the Basque language world are tired of defending our interests.	1
g4	dialectal	prem113	Those of us in the Basque language world know well how exhausting it is to defend our interests.	prem113_hyp2	Those of us in the Basque language world have a good time defending our interests.	2
g4	dialectal	prem114	Amazon has filed a patent for drone delivery	prem114_hyp0	Amazon has submitted a patent for delivering packages with drones.	0
g4	dialectal	prem114	Amazon has filed a patent for drone delivery	prem114_hyp1	Amazon has distributed drones for submitting patents.	1
g4	dialectal	prem114	Amazon has filed a patent for drone delivery	prem114_hyp2	Amazon is waiting for the patent to make deliveries with drones.	2
g4	dialectal	prem115	Many Santutxu residents have gathered near the Gaztetxe to protest against its closure	prem115_hyp0	Many people who live in Santutxu have come to demand that the youth center remain open.	0
g4	dialectal	prem115	Many Santutxu residents have gathered near the Gaztetxe to protest against its closure	prem115_hyp1	Many Santutxu residents have surrounded the youth center to protest against its closure.	1
g4	dialectal	prem115	Many Santutxu residents have gathered near the Gaztetxe to protest against its closure	prem115_hyp2	Many residents of Santutxu have approached to request the closure of the youth center.	2
g3	berridazketa	prem116	Music has been very important in my life.	prem116_hyp0	I have felt the importance of music throughout life.	0
g3	berridazketa	prem116	Music has been very important in my life.	prem116_hyp1	Music is said to be very important in life.	1
g3	berridazketa	prem116	Music has been very important in my life.	prem116_hyp2	The current importance of music in my life is new.	2
g5	dialectal	prem117	Force is natural, therefore its use cannot be good or bad as an absolute value.	prem117_hyp0	Since force is natural, there is no absolute way to say whether its use is good or bad.	0
g5	dialectal	prem117	Force is natural, therefore its use cannot be good or bad as an absolute value.	prem117_hyp1	We cannot normalize judging whether someone who has resorted to using force is good or bad.	1
g5	dialectal	prem117	Force is natural, therefore its use cannot be good or bad as an absolute value.	prem117_hyp2	Absolute values are nothing more natural than determining whether the use of force is good or bad.	2
s1	dialectal	prem118	At specific moments, people's response shows their commitment clearly.	prem118_hyp0	People respond to problems at specific moments.	0
s1	dialectal	prem118	At specific moments, people's response shows their commitment clearly.	prem118_hyp1	People are always ready to do anything.	1
s1	dialectal	prem118	At specific moments, people's response shows their commitment clearly.	prem118_hyp2	At specific moments people become afraid	2
s2	noka	prem118	People's response and commitment become clearly visible at specific moments.	prem118_hyp0	People respond to problems at specific moments.	0
s2	noka	prem118	People's response and commitment become clearly visible at specific moments.	prem118_hyp1	People are always ready to do anything.	1
s2	noka	prem118	People's response and commitment become clearly visible at specific moments.	prem118_hyp2	At specific moments people become afraid	2
s4	dialectal	prem118	At specific moments, people's response and commitment are clearly shown.	prem118_hyp0	People respond to problems at specific moments.	0
s4	dialectal	prem118	At specific moments, people's response and commitment are clearly shown.	prem118_hyp1	People are always ready to do anything.	1
s4	dialectal	prem118	At specific moments, people's response and commitment are clearly shown.	prem118_hyp2	At specific moments people become afraid	2
s3	dialectal	prem118	At specific moments, you can clearly see people's response and commitment.	prem118_hyp0	People respond to problems at specific moments.	0
s3	dialectal	prem118	At specific moments, you can clearly see people's response and commitment.	prem118_hyp1	People are always ready to do anything.	1
s3	dialectal	prem118	At specific moments, you can clearly see people's response and commitment.	prem118_hyp2	At specific moments people become afraid	2
s2	toka	prem118	To clearly show people's response and commitment at specific moments.	prem118_hyp0	People respond to problems at specific moments.	0
s2	toka	prem118	To clearly show people's response and commitment at specific moments.	prem118_hyp1	People are always ready to do anything.	1
s2	toka	prem118	To clearly show people's response and commitment at specific moments.	prem118_hyp2	At specific moments people become afraid	2
s2	dialectal	prem118	To clearly show people's response and commitment at specific moments	prem118_hyp0	People respond to problems at specific moments.	0
s2	dialectal	prem118	To clearly show people's response and commitment at specific moments	prem118_hyp1	People are always ready to do anything.	1
s2	dialectal	prem118	To clearly show people's response and commitment at specific moments	prem118_hyp2	At specific moments people become afraid	2
g7	dialectal	prem119	The objective for tomorrow will be to contribute to the 18 projects that have been proposed within the Gazteok Eraikitzen (Youth Building) dynamic.	prem119_hyp0	Among the projects is the construction of a new youth center.	0
g7	dialectal	prem119	The objective for tomorrow will be to contribute to the 18 projects that have been proposed within the Gazteok Eraikitzen (Youth Building) dynamic.	prem119_hyp1	Gazteok Eraikitzen was founded in March 2018.	1
g7	dialectal	prem119	The objective for tomorrow will be to contribute to the 18 projects that have been proposed within the Gazteok Eraikitzen (Youth Building) dynamic.	prem119_hyp2	Tomorrow's contribution will be moved to next week.	2
s4	dialectal	prem120	If I learn another language, but others don't respect mine, speaking their language isn't a gesture of openness, but rather a gesture of dependency and submission.	prem120_hyp0	If another person doesn't respect my language, one thing is clear: their parents didn't raise their children well.	0
s4	dialectal	prem120	If I learn another language, but others don't respect mine, speaking their language isn't a gesture of openness, but rather a gesture of dependency and submission.	prem120_hyp1	Learning other languages is good for people.	1
s4	dialectal	prem120	If I learn another language, but others don't respect mine, speaking their language isn't a gesture of openness, but rather a gesture of dependency and submission.	prem120_hyp2	It is necessary to respect other languages.	2
g8	toka	prem120	If I learn another language, but others don't respect mine, speaking their language is not a gesture of openness, but rather a gesture of dependency and submission.	prem120_hyp0	If another person doesn't respect my language, one thing is clear: their parents didn't raise their children well.	0
g8	toka	prem120	If I learn another language, but others don't respect mine, speaking their language is not a gesture of openness, but rather a gesture of dependency and submission.	prem120_hyp1	Learning other languages is good for people.	1
g8	toka	prem120	If I learn another language, but others don't respect mine, speaking their language is not a gesture of openness, but rather a gesture of dependency and submission.	prem120_hyp2	It is necessary to respect other languages.	2
g3	berridazketa	prem121	What a beautiful place this is, with the sea and mountain together	prem121_hyp0	You can find beauty where the mountain and the sea meet.	0
g3	berridazketa	prem121	What a beautiful place this is, with the sea and mountain together	prem121_hyp1	The world is full of beautiful places.	1
g3	berridazketa	prem121	What a beautiful place this is, with the sea and mountain together	prem121_hyp2	The mountains and seas are filled with garbage.	2
g5	dialectal	prem122	Here are tools proposed to give a boost to the dynamics in any association, company, or organization.	prem122_hyp0	The best way to change dynamics is to put yourself in someone else's shoes.	0
g5	dialectal	prem122	Here are tools proposed to give a boost to the dynamics in any association, company, or organization.	prem122_hyp1	Changing dynamics opens people's minds.	1
g5	dialectal	prem122	Here are tools proposed to give a boost to the dynamics in any association, company, or organization.	prem122_hyp2	Changing dynamics can bring many problems, for example discomfort.	2
s3	dialectal	prem123	Lucia is married to a man.	prem123_hyp0	A man is married to Lucia.	0
s3	dialectal	prem123	Lucia is married to a man.	prem123_hyp1	Men and women often get married.	1
s3	dialectal	prem123	Lucia is married to a man.	prem123_hyp2	Lucia is divorced.	2
s2	toka	prem124	No one in the Basque Country has practiced theater from as many perspectives as Lete.	prem124_hyp0	Lete won many awards for his theatrical play.	0
s2	toka	prem124	No one in the Basque Country has practiced theater from as many perspectives as Lete.	prem124_hyp1	Plays have been performed for 500 years.	1
s2	toka	prem124	No one in the Basque Country has practiced theater from as many perspectives as Lete.	prem124_hyp2	Lete has not worked from so many perspectives.	2
s2	dialectal	prem124	No one in the Basque Country has practiced theater from as many perspectives as Lete.	prem124_hyp0	Lete won many awards for his theatrical play.	0
s2	dialectal	prem124	No one in the Basque Country has practiced theater from as many perspectives as Lete.	prem124_hyp1	Plays have been performed for 500 years.	1
s2	dialectal	prem124	No one in the Basque Country has practiced theater from as many perspectives as Lete.	prem124_hyp2	Lete has not worked from so many perspectives.	2
s2	noka	prem124	No one in the Basque Country has practiced theater from as many perspectives as Lete did.	prem124_hyp0	Lete won many awards for his theatrical play.	0
s2	noka	prem124	No one in the Basque Country has practiced theater from as many perspectives as Lete did.	prem124_hyp1	Plays have been performed for 500 years.	1
s2	noka	prem124	No one in the Basque Country has practiced theater from as many perspectives as Lete did.	prem124_hyp2	Lete has not worked from so many perspectives.	2
g7	dialectal	prem125	Last year I decided that I needed to celebrate my 40th year really well and frequently.	prem125_hyp0	I had the party of a lifetime at my 40th birthday.	0
g7	dialectal	prem125	Last year I decided that I needed to celebrate my 40th year really well and frequently.	prem125_hyp1	Anniversaries are important.	1
g7	dialectal	prem125	Last year I decided that I needed to celebrate my 40th year really well and frequently.	prem125_hyp2	I forgot my 40th anniversary.	2
g1	dialectal	prem126	The company is managed by an Administrative Council that includes representatives from all political parties, and the General Assembly is the City Council itself.	prem126_hyp0	Among the political parties are PP, PNV, PSO, and Sumar.	0
g1	dialectal	prem126	The company is managed by an Administrative Council that includes representatives from all political parties, and the General Assembly is the City Council itself.	prem126_hyp1	The City Council works together with the Basque Government.	1
g1	dialectal	prem126	The company is managed by an Administrative Council that includes representatives from all political parties, and the General Assembly is the City Council itself.	prem126_hyp2	The city council belongs not to politicians, but to civil servants and citizens.	2
g8	toka	prem126	The company is directed by an Administrative Council that has representatives from all political parties, and the General Assembly is the City Council itself.	prem126_hyp0	Among the political parties are PP, PNV, PSO, and Sumar.	0
g8	toka	prem126	The company is directed by an Administrative Council that has representatives from all political parties, and the General Assembly is the City Council itself.	prem126_hyp1	The City Council works together with the Basque Government.	1
g8	toka	prem126	The company is directed by an Administrative Council that has representatives from all political parties, and the General Assembly is the City Council itself.	prem126_hyp2	The city council belongs not to politicians, but to civil servants and citizens.	2
g6	dialectal	prem127	From the beginning, they set their goal: for our children to speak equally well in both languages.	prem127_hyp0	Our goal is to have children.	0
g6	dialectal	prem127	From the beginning, they set their goal: for our children to speak equally well in both languages.	prem127_hyp1	Everyone's children should be bilingual.	1
g6	dialectal	prem127	From the beginning, they set their goal: for our children to speak equally well in both languages.	prem127_hyp2	They don't want children.	2
g7	dialectal	prem128	On May 1, 2016, the ADES speleology association discovered important cave paintings in the Armintxe cave in Lekeitio.	prem128_hyp0	The cave art depicted a bison hunt.	0
g7	dialectal	prem128	On May 1, 2016, the ADES speleology association discovered important cave paintings in the Armintxe cave in Lekeitio.	prem128_hyp1	The oldest cave art dates back to 600 BC.	1
g7	dialectal	prem128	On May 1, 2016, the ADES speleology association discovered important cave paintings in the Armintxe cave in Lekeitio.	prem128_hyp2	Cave art was a graffiti.	2
g2	dialectal	prem129	And we bought sweet bread at the Mormon farmhouse	prem129_hyp0	The bread made by the Mormons is very delicious.	0
g2	dialectal	prem129	And we bought sweet bread at the Mormon farmhouse	prem129_hyp1	The bread is good for one or two days.	1
g2	dialectal	prem129	And we bought sweet bread at the Mormon farmhouse	prem129_hyp2	The bread we bought from the mummies is hard and tasteless	2
g6	dialectal	prem130	Although you reported the torture, the news did not spread.	prem130_hyp0	They tortured that poor fellow for 3 years.	0
g6	dialectal	prem130	Although you reported the torture, the news did not spread.	prem130_hyp1	Torturing someone is the worst thing in the world.	1
