ann_id	change_type	probintzia	prem_id	premise	hypothesis	label
s3	dialectal	bizkaia	prem71	Instalaziñoi modernuk dauzke, danantzako tokixetan bebaldeko wifixe, eta  etenik baiko 24 orduko seguridadeko zerbizixu.	Gauean segurtasun-eza nabaria da espazio horretan.	2
s3	dialectal	bizkaia	prem71	Instalaziñoi modernuk dauzke, danantzako tokixetan bebaldeko wifixe, eta  etenik baiko 24 orduko seguridadeko zerbizixu.	Espazio hori alokatzea oso garestia da.	1
s3	dialectal	bizkaia	prem71	Instalaziñoi modernuk dauzke, danantzako tokixetan bebaldeko wifixe, eta  etenik baiko 24 orduko seguridadeko zerbizixu.	Internetera konekta zaitezke toki horretara joaten bazara.	0
s1	dialectal	bizkaia	prem72	Billur apurbet pasadu hile hontan David Robert Michellek zuzendutako 'It Follows' pelikuligaz.	It follows' beldurrezko filma da.	0
s2	toka	gipuzkoa	prem72	Beldur pixkat pasatu diu hillabete hontan David Robert Michellek zuzendutako 'It Follows' pelikulakin.	It follows' beldurrezko filma da.	0
s2	noka	gipuzkoa	prem72	Beldur pixkat pasatu diñau hillabete hontan David Robert Michellek zuzendutako 'It Follows' pelikulakin.	It follows' beldurrezko filma da.	0
s3	dialectal	bizkaia	prem72	Billur bixkat pasarou ongo hillabetin David Robert Michellek zuzendutako 'It Follows' pelikuliaz..	It follows' filma 'It' filmaren jarraipena da.	1
s1	dialectal	bizkaia	prem72	Billur apurbet pasadu hile hontan David Robert Michellek zuzendutako 'It Follows' pelikuligaz.	David Robert Michell zuzendariak komediak egiten ditu soilik.	2
s2	noka	gipuzkoa	prem72	Beldur pixkat pasatu diñau hillabete hontan David Robert Michellek zuzendutako 'It Follows' pelikulakin.	David Robert Michell zuzendariak komediak egiten ditu soilik.	2
s3	dialectal	bizkaia	prem72	Billur bixkat pasarou ongo hillabetin David Robert Michellek zuzendutako 'It Follows' pelikuliaz..	David Robert Michell zuzendariak komediak egiten ditu soilik.	2
s2	toka	gipuzkoa	prem72	Beldur pixkat pasatu diu hillabete hontan David Robert Michellek zuzendutako 'It Follows' pelikulakin.	David Robert Michell zuzendariak komediak egiten ditu soilik.	2
s1	dialectal	bizkaia	prem72	Billur apurbet pasadu hile hontan David Robert Michellek zuzendutako 'It Follows' pelikuligaz.	It follows' filma 'It' filmaren jarraipena da.	1
s2	toka	gipuzkoa	prem72	Beldur pixkat pasatu diu hillabete hontan David Robert Michellek zuzendutako 'It Follows' pelikulakin.	It follows' filma 'It' filmaren jarraipena da.	1
s3	dialectal	bizkaia	prem72	Billur bixkat pasarou ongo hillabetin David Robert Michellek zuzendutako 'It Follows' pelikuliaz..	It follows' beldurrezko filma da.	0
s2	noka	gipuzkoa	prem72	Beldur pixkat pasatu diñau hillabete hontan David Robert Michellek zuzendutako 'It Follows' pelikulakin.	It follows' filma 'It' filmaren jarraipena da.	1
g3	berridazketa	gipuzkoa	prem73	Beste 5 eraikinek bi solairu dituzte; behekoan industria-moduluak daude, eta goikoan bulegoak.	Eraikin guztiek solairu bakarra dute.	2
g3	berridazketa	gipuzkoa	prem73	Beste 5 eraikinek bi solairu dituzte; behekoan industria-moduluak daude, eta goikoan bulegoak.	Eraikinak oso modernoak dira.	1
g3	berridazketa	gipuzkoa	prem73	Beste 5 eraikinek bi solairu dituzte; behekoan industria-moduluak daude, eta goikoan bulegoak.	Eraikinak industriarako prestatuak daude.	0
g2	dialectal	bizkaia	prem74	Ia korrikalai guztik gexa ibiltxen douen euskeri aurrerantzin!	Korrika egiten duen orok euskaraz ere egiten du.	2
g2	dialectal	bizkaia	prem74	Ia korrikalai guztik gexa ibiltxen douen euskeri aurrerantzin!	Korrika egitea osasungarria da oro har.	1
g2	dialectal	bizkaia	prem74	Ia korrikalai guztik gexa ibiltxen douen euskeri aurrerantzin!	Korrikalari askok ez dute euskara erabiltzen.	0
s2	noka	gipuzkoa	prem75	Oaindik bazeukeunan iritzi publikon eraitteko.	Iritzi publikoa aldatu daiteke.	0
s2	toka	gipuzkoa	prem75	Oaindik bazeukeu iritzi publikon eraitteko.	Jendeak askotariko iritziak ditu.	1
s3	dialectal	bizkaia	prem75	Ondiokan baakau iritzi publikun eragiñe ixaateko gaitasune.	Iritzi publikoa finkoa da.	2
s2	noka	gipuzkoa	prem75	Oaindik bazeukeunan iritzi publikon eraitteko.	Iritzi publikoa finkoa da.	2
s2	toka	gipuzkoa	prem75	Oaindik bazeukeu iritzi publikon eraitteko.	Iritzi publikoa finkoa da.	2
s2	noka	gipuzkoa	prem75	Oaindik bazeukeunan iritzi publikon eraitteko.	Jendeak askotariko iritziak ditu.	1
s3	dialectal	bizkaia	prem75	Ondiokan baakau iritzi publikun eragiñe ixaateko gaitasune.	Jendeak askotariko iritziak ditu.	1
s1	dialectal	bizkaia	prem75	Ondiño baku iritzi publikuen eragiteko gaitasune.	Iritzi publikoa finkoa da.	2
s1	dialectal	bizkaia	prem75	Ondiño baku iritzi publikuen eragiteko gaitasune.	Jendeak askotariko iritziak ditu.	1
s1	dialectal	bizkaia	prem75	Ondiño baku iritzi publikuen eragiteko gaitasune.	Iritzi publikoa aldatu daiteke.	0
s2	toka	gipuzkoa	prem75	Oaindik bazeukeu iritzi publikon eraitteko.	Iritzi publikoa aldatu daiteke.	0
s3	dialectal	bizkaia	prem75	Ondiokan baakau iritzi publikun eragiñe ixaateko gaitasune.	Iritzi publikoa aldatu daiteke.	0
g1	dialectal	bizkaia	prem76	Ikasbil weban kriston pila artikulu, testu, bideo eta audio dauz.	Interneten ezin da testu, bideo eta audiorik aurkitu.	0
g8	toka	gipuzkoa	prem76	Ikasibil wegbunian milaka eta milaka artikulu, testu, bidiyo eta audiyo zeudek.	Interneten ezin da testu, bideo eta audiorik aurkitu.	0
g1	dialectal	bizkaia	prem76	Ikasbil weban kriston pila artikulu, testu, bideo eta audio dauz.	Iskanbil interneteko webgune ezaguna da.	1
g8	toka	gipuzkoa	prem76	Ikasibil wegbunian milaka eta milaka artikulu, testu, bidiyo eta audiyo zeudek.	Iskanbil interneteko webgune ezaguna da.	1
g8	toka	gipuzkoa	prem76	Ikasibil wegbunian milaka eta milaka artikulu, testu, bidiyo eta audiyo zeudek.	Iskanbil webgunean soilik testua dago.	2
g1	dialectal	bizkaia	prem76	Ikasbil weban kriston pila artikulu, testu, bideo eta audio dauz.	Iskanbil webgunean soilik testua dago.	2
g4	dialectal	nafarroa	prem77	Egoitza elektronikoaren tramite katalogoan aurkitukozu prozedura, izapide ta zerbitzu bakoitzari buruzko informazio zehatza.	Izapidea eta zerbitzuen funtzionamendua azaltzen duen dokumentazioa atzigarri dago.	0
g4	dialectal	nafarroa	prem77	Egoitza elektronikoaren tramite katalogoan aurkitukozu prozedura, izapide ta zerbitzu bakoitzari buruzko informazio zehatza.	Izapide eta zerbitzuak ikasteko ez da inolako dokumentaziorik behar.	2
g4	dialectal	nafarroa	prem77	Egoitza elektronikoaren tramite katalogoan aurkitukozu prozedura, izapide ta zerbitzu bakoitzari buruzko informazio zehatza.	Egoitza elektronikoan sartzea konplexua da oso.	1
g3	berridazketa	gipuzkoa	prem78	Sondikako Enpresa hortan industria- eta bulego-moduluak daude, 5 eraikinetan banatuta.	Hainbat enpresek dute beren egoitza Sondikan kokatuta.	0
g3	berridazketa	gipuzkoa	prem78	Sondikako Enpresa hortan industria- eta bulego-moduluak daude, 5 eraikinetan banatuta.	Sondikako Enpresa Zentroa Bizkaiko garrantzitsuenetakoa da.	1
g3	berridazketa	gipuzkoa	prem78	Sondikako Enpresa hortan industria- eta bulego-moduluak daude, 5 eraikinetan banatuta.	Sondikako Enpresa Zentroak bi eraikin ditu.	2
g1	dialectal	bizkaia	prem79	Bost persona gara ta gazteena ni naz	Bost lagunek urte eta egun berean jaio ginen.	2
g1	dialectal	bizkaia	prem79	Bost persona gara ta gazteena ni naz	Musean jolas nahiko bagenu, bostetatik bat kanpo geratuko litzateke.	1
g1	dialectal	bizkaia	prem79	Bost persona gara ta gazteena ni naz	Adin desberdineko lagunak gaude taldean.	0
g6	dialectal	gipuzkoa	prem80	Epaileak sei hilabeteko kartzelara zigortu zitun auzoko lau gazte.	Epaileak auzoko lau gazteak absolbitu zituen.	2
g6	dialectal	gipuzkoa	prem80	Epaileak sei hilabeteko kartzelara zigortu zitun auzoko lau gazte.	Espetxe zigorra bi urte baino txikiagoa denez, lau gazteak ez dira kartzelara sartuko.	1
g6	dialectal	gipuzkoa	prem80	Epaileak sei hilabeteko kartzelara zigortu zitun auzoko lau gazte.	Auzoan hainbat gazte daude espetxe-zigorrak jaso dituztenak.	0
g7	dialectal	gipuzkoa	prem81	Miren ta Andrean erlazioa klandestinua izan zan hasieratik, pareja normatibatik kanpo zeolako.	Erlazio homosexualak normaltasunez bizi behar dira.	1
g7	dialectal	gipuzkoa	prem81	Miren ta Andrean erlazioa klandestinua izan zan hasieratik, pareja normatibatik kanpo zeolako.	Miren eta Andrearen erlazioa erabat arrunta izan zen.	2
g7	dialectal	gipuzkoa	prem81	Miren ta Andrean erlazioa klandestinua izan zan hasieratik, pareja normatibatik kanpo zeolako.	Miren eta Andrea harreman sentimentala dute.	0
g4	dialectal	nafarroa	prem82	Nazioarteko festibala izandare, badira kanpoko proposamenak, nahiz ta euskal taldeen presentzia	Nazioarteko taldeak jotzen dute festibal honetan.	0
g4	dialectal	nafarroa	prem82	Nazioarteko festibala izandare, badira kanpoko proposamenak, nahiz ta euskal taldeen presentzia	Festibal honetan talde euskaldun bakarra jo zuen.	2
g4	dialectal	nafarroa	prem82	Nazioarteko festibala izandare, badira kanpoko proposamenak, nahiz ta euskal taldeen presentzia	Festibalak musika zuzenean bizitzeko aukera paregabeak dira.	1
s4	dialectal	gipuzkoa	prem83	Hirugarren urtez segidan, Santutxu Mendizale Taldeak ibillaldi neurtua antolatu du, urrian 20rako, larunbatakin.	Santutxu Mendizale Taldea iaz osatu zen.	2
s4	dialectal	gipuzkoa	prem83	Hirugarren urtez segidan, Santutxu Mendizale Taldeak ibillaldi neurtua antolatu du, urrian 20rako, larunbatakin.	Santutxu Mendizale Taldeak mendi irteerak antolatu ohi ditu.	0
s4	dialectal	gipuzkoa	prem83	Hirugarren urtez segidan, Santutxu Mendizale Taldeak ibillaldi neurtua antolatu du, urrian 20rako, larunbatakin.	Santutxu Mendizale Taldeko ibilaldietara jende ugari azaltzen da.	1
g4	dialectal	nafarroa	prem84	R 'N' R estiloa ta hegoaldeko rocka lantzen dittun letra ta konponketa zainduak daude diskoan	Diskoaren kanta guztiak instrumentalak dira.	2
g4	dialectal	nafarroa	prem84	R 'N' R estiloa ta hegoaldeko rocka lantzen dittun letra ta konponketa zainduak daude diskoan	Diskoa osatzen duten kanten estilo nagusia rock dela esan daiteke.	0
g4	dialectal	nafarroa	prem84	R 'N' R estiloa ta hegoaldeko rocka lantzen dittun letra ta konponketa zainduak daude diskoan	Hegoaldeko rock kantetan gitarrak dira nagusi.	1
g5	dialectal	gipuzkoa	prem85	Guaso batek haurrei argazkik atea ta inbitazio beezia prestatze u 60 haurrei banatzeko.	Haurrek gonbidapen berezia jasoko dute.	0
g5	dialectal	gipuzkoa	prem85	Guaso batek haurrei argazkik atea ta inbitazio beezia prestatze u 60 haurrei banatzeko.	Guraso bati atera diote argazkia haurrek.	2
g5	dialectal	gipuzkoa	prem85	Guaso batek haurrei argazkik atea ta inbitazio beezia prestatze u 60 haurrei banatzeko.	Haurrek beti ateratzen dira ondo argazkietan.	1
g5	dialectal	gipuzkoa	prem86	Mobidatan hamaika laun ientifikatu ta atxilotu zitun Ertzaiñtzak.	Ertzainak lagun asko atxilotu zituen.	0
g5	dialectal	gipuzkoa	prem86	Mobidatan hamaika laun ientifikatu ta atxilotu zitun Ertzaiñtzak.	Istiluetan parte hartutako lagun guztiak atxilotu zituen Ertzainak.	2
g5	dialectal	gipuzkoa	prem86	Mobidatan hamaika laun ientifikatu ta atxilotu zitun Ertzaiñtzak.	Atxilotutako jende asko libre geratuko da.	1
g1	dialectal	bizkaia	prem87	Xabier Lete musikarie ta idazlia izan baño len antzerkiko aktore ibili zan.	Xabier Lete hainbat arlotan ibilitako artista izan zen.	0
g1	dialectal	bizkaia	prem87	Xabier Lete musikarie ta idazlia izan baño len antzerkiko aktore ibili zan.	Xabier Leteren ahotsa oso atsegina zen.	1
g1	dialectal	bizkaia	prem87	Xabier Lete musikarie ta idazlia izan baño len antzerkiko aktore ibili zan.	Xabier Letek ez zuen inongo arlo artistikoa landu abesten hasi zen arte.	2
s4	dialectal	gipuzkoa	prem88	Azken egunin, Logroñora iristeko 3 kilometro bakarrik falta zirenin, Maria la de los Higos-en alaba ezautu nun.	Hainbat egun pasa nituen Logroñoko bidean.	0
s4	dialectal	gipuzkoa	prem88	Azken egunin, Logroñora iristeko 3 kilometro bakarrik falta zirenin, Maria la de los Higos-en alaba ezautu nun.	Maria de los Higos-en alaba oso jatorra da.	1
s4	dialectal	gipuzkoa	prem88	Azken egunin, Logroñora iristeko 3 kilometro bakarrik falta zirenin, Maria la de los Higos-en alaba ezautu nun.	Maria de los Higos-en semeak gizonezkoak ziren denak.	2
g7	dialectal	gipuzkoa	prem89	Earki dakigu ni ez naizela bea bezalako txoria ta bea ez dala jaio leku bati lotuta eoteko.	Izaera desberdin daude, eta bata ez da bestea baino hobea.	1
g7	dialectal	gipuzkoa	prem89	Earki dakigu ni ez naizela bea bezalako txoria ta bea ez dala jaio leku bati lotuta eoteko.	Bera nahiago du etxean geratu kanpotik bidaiatzen ibili baino.	2
g7	dialectal	gipuzkoa	prem89	Earki dakigu ni ez naizela bea bezalako txoria ta bea ez dala jaio leku bati lotuta eoteko.	Bion izaera oso desberdina da.	0
g7	dialectal	gipuzkoa	prem90	Okupazio Bulegoan laugarren urtea ospatuko due urrian 20an.	Okupazio Bulegoaren laugarren urteurrena ospatu zuten iaz.	2
g7	dialectal	gipuzkoa	prem90	Okupazio Bulegoan laugarren urtea ospatuko due urrian 20an.	Datorren urtean Donostian ospatuko dute Okupazio Bulegoaren urteurrena.	1
g7	dialectal	gipuzkoa	prem90	Okupazio Bulegoan laugarren urtea ospatuko due urrian 20an.	Okupazio Bulegoaren urteurrena udazkenean ospatzen da.	0
g3	berridazketa	gipuzkoa	prem91	Guraso edo tutoreek erabakita euskara izango da erabaliko den hizkuntza	Parte-hartzaileek euskaraz hitz egingo dutela erabaki dute guraso eta tutoreek.	0
g3	berridazketa	gipuzkoa	prem91	Guraso edo tutoreek erabakita euskara izango da erabaliko den hizkuntza	Guraso eta tutoreek euskaraz hitz egingo dutela erabaki dute parte-hartzaileek.	2
g3	berridazketa	gipuzkoa	prem91	Guraso edo tutoreek erabakita euskara izango da erabaliko den hizkuntza	Guraso eta tutoreek erabaki dute euskaraz hitz egingo dutela haurrekin. 	1
g4	dialectal	nafarroa	prem92	Lagun Arok Antiguako Benta Berriko sukurtsalen gaztelaniaz bakarrik idatzitako oharra jarri dittu atean bi aldeta	Lagun Arok Antiguako Benta Berriko sukurtsalean jarritako oharrak ingelesez idatzita zeuden.	2
g4	dialectal	nafarroa	prem92	Lagun Arok Antiguako Benta Berriko sukurtsalen gaztelaniaz bakarrik idatzitako oharra jarri dittu atean bi aldeta	Lagun Arok Antiguako Benta Berriko sukurtsalean jarritako oharrak erdaraz idatzita zeuden.	0
g4	dialectal	nafarroa	prem92	Lagun Arok Antiguako Benta Berriko sukurtsalen gaztelaniaz bakarrik idatzitako oharra jarri dittu atean bi aldeta	Lagun Arok Antiguako Benta Berriko sukurtsalean jarritako oharrak ondo idatzita zeuden.	1
s3	dialectal	bizkaia	prem93	Polizixa guztin torturan salaketak jasori, Ertzainanak tartin.	Ertzaintza tortura salaketetatik libre geratu da.	2
s2	noka	gipuzkoa	prem93	Polizi guztin torturan salaketak jaso dittun, Ertzainanak tarten.	Ertzaintza tortura salaketetatik libre geratu da.	2
s1	dialectal	bizkaia	prem93	Polizi danan torturan salaketak jaso diez, Ertzaintzanak tartien.	Ertzaintza tortura salaketetatik libre geratu da.	2
s3	dialectal	bizkaia	prem93	Polizixa guztin torturan salaketak jasori, Ertzainanak tartin.	Ertzaintzak ere tortura egin duela salatu dute.	0
s2	toka	gipuzkoa	prem93	Polizi guztin torturan salaketak jaso dittuk, Ertzainanak tarten.	Ertzaintzak ere tortura egin duela salatu dute.	0
s2	noka	gipuzkoa	prem93	Polizi guztin torturan salaketak jaso dittun, Ertzainanak tarten.	Ertzaintzak ere tortura egin duela salatu dute.	0
s2	noka	gipuzkoa	prem93	Polizi guztin torturan salaketak jaso dittun, Ertzainanak tarten.	Ertzaintzak polizien tortura kasuak salatu ditu.	1
s3	dialectal	bizkaia	prem93	Polizixa guztin torturan salaketak jasori, Ertzainanak tartin.	Ertzaintzak polizien tortura kasuak salatu ditu.	1
s1	dialectal	bizkaia	prem93	Polizi danan torturan salaketak jaso diez, Ertzaintzanak tartien.	Ertzaintzak polizien tortura kasuak salatu ditu.	1
s2	toka	gipuzkoa	prem93	Polizi guztin torturan salaketak jaso dittuk, Ertzainanak tarten.	Ertzaintzak polizien tortura kasuak salatu ditu.	1
s2	toka	gipuzkoa	prem93	Polizi guztin torturan salaketak jaso dittuk, Ertzainanak tarten.	Ertzaintza tortura salaketetatik libre geratu da.	2
s1	dialectal	bizkaia	prem93	Polizi danan torturan salaketak jaso diez, Ertzaintzanak tartien.	Ertzaintzak ere tortura egin duela salatu dute.	0
s3	dialectal	bizkaia	prem94	Madalenak etxeko nire ahiztik aume Jexuxan errezeti errekupera nahi ixan dau.	Nire ahizpari bakarrik Amona Jexuxak egindako madalenak gustatzen zaizkio.	1
s3	dialectal	bizkaia	prem94	Madalenak etxeko nire ahiztik aume Jexuxan errezeti errekupera nahi ixan dau.	Amona Jexuxak madalenak egiteko errezeta zeukan.	0
s3	dialectal	bizkaia	prem94	Madalenak etxeko nire ahiztik aume Jexuxan errezeti errekupera nahi ixan dau.	Madalenak egiteko amona Jexuxak nire ahizparen errezeta berreskuratu nahi izan du.	2
s3	dialectal	bizkaia	prem95	Ezta aurrez aurreko identifikaziñoirik eskatzen BAK aktiba ta bixaltzeko: Interneten bidez etxen da.	Internet bidez eskatu dezakezu BAK aktibatu eta bidal diezazutela.	0
s3	dialectal	bizkaia	prem95	Ezta aurrez aurreko identifikaziñoirik eskatzen BAK aktiba ta bixaltzeko: Interneten bidez etxen da.	Internet bidez eskatu behar duzu BAK aktibatu eta bidal diezazutela.	2
s3	dialectal	bizkaia	prem95	Ezta aurrez aurreko identifikaziñoirik eskatzen BAK aktiba ta bixaltzeko: Interneten bidez etxen da.	Internet bidez eskatu dezakezu BAK baliogabe diezazutela.	1
s3	dialectal	bizkaia	prem96	Bakarrik hiru erretrato gorde al ixatxuaz.	Lau argazki bakarrik gordeta dauzkat.	2
s2	noka	gipuzkoa	prem96	Hiru argazki bakarrik gorde ahal izan dizkiñat.	Ez dut lau argazki gordetzeko aukerarik izan.	0
s2	noka	gipuzkoa	prem96	Hiru argazki bakarrik gorde ahal izan dizkiñat.	Lau argazki zituen gordeta.	1
s3	dialectal	bizkaia	prem96	Bakarrik hiru erretrato gorde al ixatxuaz.	Lau argazki zituen gordeta.	1
s1	dialectal	bizkaia	prem96	Hiru argazki bakarrik gorde ahal izen dodaz.	Lau argazki zituen gordeta.	1
s2	toka	gipuzkoa	prem96	Hiru argazki bakarrik gorde ahal izan dizkit.	Lau argazki zituen gordeta.	1
s2	toka	gipuzkoa	prem96	Hiru argazki bakarrik gorde ahal izan dizkit.	Lau argazki bakarrik gordeta dauzkat.	2
s2	noka	gipuzkoa	prem96	Hiru argazki bakarrik gorde ahal izan dizkiñat.	Lau argazki bakarrik gordeta dauzkat.	2
s1	dialectal	bizkaia	prem96	Hiru argazki bakarrik gorde ahal izen dodaz.	Lau argazki bakarrik gordeta dauzkat.	2
s3	dialectal	bizkaia	prem96	Bakarrik hiru erretrato gorde al ixatxuaz.	Ez dut lau argazki gordetzeko aukerarik izan.	0
s2	toka	gipuzkoa	prem96	Hiru argazki bakarrik gorde ahal izan dizkit.	Ez dut lau argazki gordetzeko aukerarik izan.	0
s1	dialectal	bizkaia	prem96	Hiru argazki bakarrik gorde ahal izen dodaz.	Ez dut lau argazki gordetzeko aukerarik izan.	0
g3	dialectal	gipuzkoa	prem97	Larunbatian, Beldurrezko pelikula bat ikustera gonbidatu gintuzten	Beldurrezko Zinemaldiko pelikula bat ikusteko gonbidatu gintuzten.	0
g3	dialectal	gipuzkoa	prem97	Larunbatian, Beldurrezko pelikula bat ikustera gonbidatu gintuzten	Beldurrezko Zinemaldiko pelikula bat ikustera joan ginen.	1
g3	dialectal	gipuzkoa	prem97	Larunbatian, Beldurrezko pelikula bat ikustera gonbidatu gintuzten	Beldurrezko Zinemaldiko pelikula batean parte hartzeko gonbidatu gintuzten.	2
s4	dialectal	gipuzkoa	prem98	Euskadiko Kutxak berrirore deklaraziyua itteko euskaraik eztakin langile bat jarri du Antiguoko Matia kaleko sukurtsalin, Donostin.	Euskadiko Kutxako Antiguako Matia kaleko sukurtsaleko errenta-aitorpena egiten laguntzen duen langilea erdaldun hutsa da.	0
g8	toka	gipuzkoa	prem98	Euskadiko Kutxak berriro ere errenta-aitorpena egiteko euskararik ez dakin langile bat ipini dik Antiguako Matia kaleko sukurtsalian, Donostian.	Euskadiko Kutxako Antiguako Matia kaleko sukurtsaleko errenta-aitorpena egiten laguntzen duen langilea erdaldun hutsa da.	0
g8	toka	gipuzkoa	prem98	Euskadiko Kutxak berriro ere errenta-aitorpena egiteko euskararik ez dakin langile bat ipini dik Antiguako Matia kaleko sukurtsalian, Donostian.	Euskadiko Kutxako Antiguako Matia kaleko sukurtsaleko langileek euskaraz bakarrik hitz egiten dute.	2
s4	dialectal	gipuzkoa	prem98	Euskadiko Kutxak berrirore deklaraziyua itteko euskaraik eztakin langile bat jarri du Antiguoko Matia kaleko sukurtsalin, Donostin.	Euskadiko Kutxako Antiguako Matia kaleko sukurtsaleko langileek euskaraz bakarrik hitz egiten dute.	2
s4	dialectal	gipuzkoa	prem98	Euskadiko Kutxak berrirore deklaraziyua itteko euskaraik eztakin langile bat jarri du Antiguoko Matia kaleko sukurtsalin, Donostin.	Euskadiko Kutxako Antiguako Matia kaleko sukurtsaleko langileek erdaraz bakarrik hitz egiten dute.	1
g8	toka	gipuzkoa	prem98	Euskadiko Kutxak berriro ere errenta-aitorpena egiteko euskararik ez dakin langile bat ipini dik Antiguako Matia kaleko sukurtsalian, Donostian.	Euskadiko Kutxako Antiguako Matia kaleko sukurtsaleko langileek erdaraz bakarrik hitz egiten dute.	1
s4	dialectal	gipuzkoa	prem99	Erizaiñen arteko umoreak eramangarrigo itten du guzia.	Erizainek umorea erabiltzeko debekua dute.	2
g8	toka	gipuzkoa	prem99	Erizainen arteko umoriak eramangarriyago egiten dik guztiya.	Erizainek bere artean bromak egiten badituzte, dena hobeto eramaten da.	0
s4	dialectal	gipuzkoa	prem99	Erizaiñen arteko umoreak eramangarrigo itten du guzia.	Erizainek bere artean bromak egiten badituzte, dena hobeto eramaten da.	0
g1	dialectal	bizkaia	prem99	Erizainen arteko umoriak eroangarriago iten dau dana.	Erizainak umore onez egoteak asko laguntzen die pazienteei.	1
g1	dialectal	bizkaia	prem99	Erizainen arteko umoriak eroangarriago iten dau dana.	Erizainek bere artean bromak egiten badituzte, dena hobeto eramaten da.	0
s4	dialectal	gipuzkoa	prem99	Erizaiñen arteko umoreak eramangarrigo itten du guzia.	Erizainak umore onez egoteak asko laguntzen die pazienteei.	1
g1	dialectal	bizkaia	prem99	Erizainen arteko umoriak eroangarriago iten dau dana.	Erizainek umorea erabiltzeko debekua dute.	2
g8	toka	gipuzkoa	prem99	Erizainen arteko umoriak eramangarriyago egiten dik guztiya.	Erizainek umorea erabiltzeko debekua dute.	2
g8	toka	gipuzkoa	prem99	Erizainen arteko umoriak eramangarriyago egiten dik guztiya.	Erizainak umore onez egoteak asko laguntzen die pazienteei.	1
g4	dialectal	nafarroa	prem100	Pandemiak ekarritako begi bistako kalteez gain, gertatutakoak ikaragarri nabarmendu ta azalaretu dittu Europar Batasunaren ahuleziak ta, besteak beste, erakutsi dittu Europako berrikuntza teknologikoen beherakada ta lidergo industrialik ez dela.	Gertatutakoak garbi utzi du, pandemiak eragindako kalteak direla medio, Europar Batasunak munduan berrikuntza teknologiko eta industrialaren lidergoa berreskuratu behar duela.	1
g4	dialectal	nafarroa	prem100	Pandemiak ekarritako begi bistako kalteez gain, gertatutakoak ikaragarri nabarmendu ta azalaretu dittu Europar Batasunaren ahuleziak ta, besteak beste, erakutsi dittu Europako berrikuntza teknologikoen beherakada ta lidergo industrialik ez dela.	Gertatutakoak garbi utzi du, pandemiak eragindako kalteez bestealde, Europar Batasuna ahula dela eta ez dela berrikuntza teknologiko eta industrialaren munduko liderra.	0
g4	dialectal	nafarroa	prem100	Pandemiak ekarritako begi bistako kalteez gain, gertatutakoak ikaragarri nabarmendu ta azalaretu dittu Europar Batasunaren ahuleziak ta, besteak beste, erakutsi dittu Europako berrikuntza teknologikoen beherakada ta lidergo industrialik ez dela.	Gertatutakoak garbi utzi du, pandemiak eragindako kalteez gain, Europar Batasuna ahula dela baina berrikuntza teknologiko eta industrialaren munduko liderra dela.	2
g4	dialectal	nafarroa	prem101	Plazik eskuratzen ez duen pertsonak itxaronzerrendan sartzen die, zozketaren orden beren	Plazarik lortu ezean, itxaronzerrendan sartuko zara, zozketaren ordena mantenduz.	0
g4	dialectal	nafarroa	prem101	Plazik eskuratzen ez duen pertsonak itxaronzerrendan sartzen die, zozketaren orden beren	Plazarik eskuratzen ez baduzu, zozketa batean sartuko zara, itxaronzerrendako hurrenkera erabikitzeko.	2
g4	dialectal	nafarroa	prem101	Plazik eskuratzen ez duen pertsonak itxaronzerrendan sartzen die, zozketaren orden beren	Plaza eskuratzen ez duten pertsonek zozketa batean parte hartzeko aukera dute.	1
s1	dialectal	bizkaia	prem102	Ezpadun geure burue irudikatzen, irudikatu eingo gaitzuie.	Ez bagara irudikatzen, guri buruzko irudikapenak existitzeari utziko dio.	2
s1	dialectal	bizkaia	prem102	Ezpadun geure burue irudikatzen, irudikatu eingo gaitzuie.	Ez bagara irudikatzen, guri buruzko iritzi okerrak ugarituko dira.	1
s1	dialectal	bizkaia	prem102	Ezpadun geure burue irudikatzen, irudikatu eingo gaitzuie.	Geuk geure burua irudikatzen ez badugu, besteek irudikatuko gaituzte.	0
g4	dialectal	nafarroa	prem103	Eusko Jaurlaritzak nabarmendu du 2003an hasi zela Ertzaintza Tratu Txarren Prebentziorako Protokoloa jartzen atxilotuen lege-bermea indatzeko	Ertzaintza Tratu Txarren Prebentziorako Protokoloa 2003tik dago indarrean atxilotuen eskubideak bermatzeko, Eusko Jaurlaritzaren arabera.	0
g4	dialectal	nafarroa	prem103	Eusko Jaurlaritzak nabarmendu du 2003an hasi zela Ertzaintza Tratu Txarren Prebentziorako Protokoloa jartzen atxilotuen lege-bermea indatzeko	Eusko Jaurlaritzaren esanetan, Ertzaintza Tratu Txarren Prebentziorako Protokoloa 2003an hasi zen ezartzen, presoen askatze prozesua arintzeko.	2
g4	dialectal	nafarroa	prem103	Eusko Jaurlaritzak nabarmendu du 2003an hasi zela Ertzaintza Tratu Txarren Prebentziorako Protokoloa jartzen atxilotuen lege-bermea indatzeko	Eusko Jaurlaritza 2003ko urtarrilean hasi zen Ertzaintza Tratu Txarren Prebentziorako Protokoloa lantzen atxilotuen lege-bermea indartzeko.	1
g5	dialectal	gipuzkoa	prem104	Heteropatriarkatuan kalte-ordaiñak etxetako barrutan daude, ta maitasun erromantikoan eraikitako harreman afektibo-sexualak dia hoien adibide.	Maitasun erromantikoan eraikitako harreman afektibo-sexualek adierazten dutena aintzat hartu behar da.	1
